시나리오,예측격차,CI_low,CI_high
아무것도 안 함 (그대로),0.030627615058551105,0.024913528543866834,0.035820251958038354
점포 규모만 고정,-0.05841521019818874,-0.06089558340022196,-0.05599326773589062
유동인구만 고정,0.035274969710416715,0.029717190570480674,0.04020815407706741
면적만 고정,0.03204945914273119,0.0261988512439393,0.03722629889379933
점포당매출만 고정,0.06299025839305061,0.057282839249011085,0.06853861551299428
규모 + 유동인구 (H2 명시),-0.05480352555019216,-0.05727646999965753,-0.05246030335448579
공변량 4개 전부,-0.06008535435275639,-0.06233952168201399,-0.05787161738239522
