층,쌍수,평균점포,처리군_순감소율,대조군_순감소율,층_ATT,층_오즈비
Q1,1409,5.887154009936125,0.12491128459900638,0.2590489709013485,-0.1341376863023421,0.40890895248192694
Q2,1408,8.727982954545455,0.1640625,0.265625,-0.1015625,0.5430861814337021
Q3,1409,12.811923349893542,0.2207239176721079,0.2817601135557133,-0.0610361958836054,0.7222971290181294
Q4,1408,19.579545454545453,0.27982954545454547,0.2940340909090909,-0.014204545454545414,0.9329861757234217
Q5,1409,38.51171043293116,0.36408800567778565,0.34137686302342085,0.022711142654364802,1.1045255606347286
