기준_년분기_코드,상권_코드,상권_코드_명,자치구,상권유형,서비스_업종_코드,서비스_업종_코드_명,전체_점포_수,p_순감소,예측_개업건수,예측_폐업건수,예측_개업률,예측_폐업률
20261,3110019,창덕궁,종로구,골목상권,CS100001,한식음식점,12,0.2958266927520726,0.36916404105178074,0.3549428820180938,3.0763670087648394,2.957857350150782
20261,3110019,창덕궁,종로구,골목상권,CS100004,양식음식점,17,0.3492410164102636,0.42152341988328956,0.6556792316192979,2.4795495287252325,3.856936656584105
20261,3110019,창덕궁,종로구,골목상권,CS100009,호프-간이주점,11,0.23383758949161781,0.21500218697900514,0.3434801118922566,1.9545653361727742,3.122546471747787
20261,3110019,창덕궁,종로구,골목상권,CS100010,커피-음료,21,0.2621349682840394,0.6055619439189859,0.8265143287491935,2.8836283043761233,3.935782517853302
20261,3110020,서울국제고등학교,종로구,골목상권,CS100001,한식음식점,27,0.31158123471231625,1.0092702470692743,0.7716447125170159,3.738037952108423,2.8579433796926517
20261,3110020,서울국제고등학교,종로구,골목상권,CS100002,중식음식점,7,0.21725240058386916,0.23583021886546895,0.24816410000568398,3.3690031266495564,3.5452014286526286
20261,3110020,서울국제고등학교,종로구,골목상권,CS100008,분식전문점,11,0.2428960100212588,0.3560815682905743,0.3931777196306266,3.2371051662779484,3.574342905732969
20261,3110020,서울국제고등학교,종로구,골목상권,CS100010,커피-음료,8,0.21723194661249534,0.33871016264578335,0.2716409052558529,4.233877033072292,3.395511315698161
20261,3110021,성균관대학교,종로구,골목상권,CS100001,한식음식점,19,0.2753057217796577,0.7107699000250368,0.535215476665844,3.7408942106580882,2.8169235613991788
20261,3110021,성균관대학교,종로구,골목상권,CS100004,양식음식점,11,0.24646276103724765,0.3607000431303438,0.3809956555428197,3.2790913011849434,3.4635968685710887
20261,3110021,성균관대학교,종로구,골목상권,CS100007,치킨전문점,5,0.15866079068907515,0.13386341032522614,0.1799745619312932,2.677268206504523,3.599491238625864
20261,3110021,성균관대학교,종로구,골목상권,CS100009,호프-간이주점,18,0.3391217756342956,0.418027306442525,0.5348749897379187,2.3223739246806945,2.9715277207662147
20261,3110021,성균관대학교,종로구,골목상권,CS100010,커피-음료,14,0.25318574485202117,0.5256129714807005,0.4948644346752483,3.7543783677192897,3.5347459619660593
20261,3110022,경신고등학교,종로구,골목상권,CS100001,한식음식점,6,0.120230935059328,0.1887776461566359,0.17666537503948718,3.146294102610598,2.9444229173247862
20261,3110023,서울대병원,종로구,골목상권,CS100001,한식음식점,12,0.20022059962468325,0.4346776459950875,0.34299821392399216,3.6223137166257295,2.8583184493666014
20261,3110023,서울대병원,종로구,골목상권,CS100010,커피-음료,9,0.19101221397746226,0.35017827098358506,0.32646164665125704,3.89086967759539,3.627351629458411
20261,3110024,혜화동주민센터,종로구,골목상권,CS100001,한식음식점,13,0.16685199663323405,0.4019263001071489,0.38337360207336313,3.091740770054992,2.949027708256639
20261,3110024,혜화동주민센터,종로구,골목상권,CS100010,커피-음료,14,0.2841600398966225,0.4271766107016177,0.5325944979494877,3.051261505011555,3.8042464139249117
20261,3110025,충신시장옆,종로구,골목상권,CS100001,한식음식점,6,0.11587250015368553,0.17682163601734352,0.18391978105600193,2.9470272669557254,3.0653296842666986
20261,3110025,충신시장옆,종로구,골목상권,CS100010,커피-음료,5,0.14615088433535525,0.1527574973568361,0.19512551275232384,3.055149947136722,3.902510255046477
20261,3110027,혜화역 1번,종로구,골목상권,CS100001,한식음식점,7,0.1559665974928226,0.24101292601999078,0.18641678099461392,3.4430418002855823,2.6630968713516276
20261,3110027,혜화역 1번,종로구,골목상권,CS100010,커피-음료,10,0.20274981363549052,0.33242286872395466,0.35020368995016715,3.3242286872395463,3.5020368995016717
20261,3110028,이화달팽이길,종로구,골목상권,CS100001,한식음식점,16,0.26409221673316313,0.6129337200310694,0.48668651713708017,3.8308357501941837,3.041790732106751
20261,3110028,이화달팽이길,종로구,골목상권,CS100005,제과점,5,0.16612423011843316,0.14511125065614272,0.17105044743365486,2.9022250131228544,3.4210089486730975
20261,3110028,이화달팽이길,종로구,골목상권,CS100009,호프-간이주점,6,0.2041224352518471,0.1573588804277547,0.1814480225837339,2.622648007129245,3.0241337097288987
