,개업_계수,개업_p,폐업_계수,폐업_p
log_유동인구,0.015814761012422164,0.8650228070581641,0.004024461486156814,0.9628231717361947
외식_비중,-0.912214376849995,3.231830654925793e-39,0.9722119013337354,1.2563789076445143e-41
점심비중,0.04404975728791129,0.5726419096677868,0.029005372172745566,0.6511700264446362
저녁비중,-0.02358874369556824,0.6438297338265597,-0.07895792708770516,0.08438000966757095
청년비중,0.2237849312636373,0.022885443616675005,0.08604868060621443,0.3535173437692153
주말비중,-0.07300578908274694,0.17606916088753466,-0.07685178484748366,0.12971627565668978
