매칭전_격차,ATT,CI_low,CI_high,McNemar_p,쌍수,처리군매칭률
0.02384896610711601,-0.05764588953570921,-0.07177738908854782,-0.04175203898847384,4.909905408662071e-15,7043,0.70748367654445
